word,hiragana,katakana,BCCWJ_SUW_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_LUW,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
於く,おく,オク,5,3,3,3,4,4,3,3,4,3,3,2,4,3,3,1,1,1,5,1,1,1,1,4,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,5,5,5,5,4,5,5,1,4,3,1,4,3,1,2
五十,ごじゅう,ゴジュウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,5,4,2,2,1,1,1,1,1,1,5,1,1,1,1,2,2,1,2,1,4,1,2,2,5,5,5,5,5,5,4,5,5,3,4,1,1,4,1,3,1,1,2
出る,でる,デル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
前,まえ,マエ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
行う,おこなう,オコナウ,5,4,3,4,5,5,4,3,3,4,3,3,5,4,4,5,5,1,5,5,4,5,5,5,5,4,4,4,4,4,4,5,1,1,5,5,1,4,4,5,4,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5
取る,とる,トル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5
たり,たり,タリ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,4,5,4,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,5,5
円,えん,エン,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,4,4,3,5,4,2,4,4,4,5,4,4,4,5,5,3,1,4,4,2,5,4,5,5,5,4,5,4,5,5,4,4,3,5,5,4,5,5,5
万,まん,マン,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,2,4,5,5,2,2,5,2,2,5,2,2,2,4,5,5,5,4,1,5,4,5,3,5,5,5,5,5,5,4,5,5,5,5,5,3,5,5,4,5,5,4
性,せい,セイ,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,4,5,4,5,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3,4,3,3,5,5,5,5,5,5,5,5,4,5,5,5,4,4,5,5,5,5,5,5
九百,きゅうひゃく,キュウヒャク,5,4,4,4,4,5,4,4,3,5,4,4,4,4,4,1,1,3,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,5,5,5,5,5,5,4,5,4,1,2,1,1,2,1,1,1,1,1
訳,わけ,ワケ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,5,4,5,5,5,4,4,4,5,5,5,5,5,3,4,4,4,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5
ながら,ながら,ナガラ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,4,5,5,5,5,5,5,5,5,5,4,5,5,3,5,5,5,5,3,5,5,5
さ,さ,サ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
百,ひゃく,ヒャク,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,5,4,3,3,4,1,1,5,1,1,5,1,1,1,5,4,4,5,4,1,4,3,4,3,5,5,5,5,5,5,4,4,5,4,4,4,3,5,5,4,5,4,3
下さる,くださる,クダサル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,4,5,4,4,4,5,5,5,5,5,3,3,4,5,1,1,3,5,1,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,2,5,2,5,5
然し,しかし,シカシ,5,4,4,3,3,4,3,3,4,4,4,3,3,4,3,5,5,1,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,4,5,4,4,4,5,1,5,5,2,5,1,5,5,5
問題,もんだい,モンダイ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
必要,ひつよう,ヒツヨウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,2,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
対する,たいする,タイスル,5,5,5,5,5,5,4,5,3,5,4,4,5,5,4,5,3,1,4,5,3,2,5,5,2,4,4,5,4,4,4,3,1,1,1,2,1,4,4,2,2,5,5,5,4,5,5,5,4,5,5,5,2,5,5,2,5,2,4,5
使う,つかう,ツカウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
より,より,ヨリ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5
化,か,カ,5,5,5,4,4,4,4,4,4,5,4,4,5,5,4,5,4,5,5,5,3,4,5,5,5,5,4,5,5,5,4,4,5,5,5,4,5,4,4,5,5,5,5,5,4,5,5,5,4,5,5,5,4,4,5,5,4,5,5,5
時間,じかん,ジカン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
聞く,きく,キク,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5
四十,よんじゅう,ヨンジュウ,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,3,1,5,4,2,2,1,1,1,1,1,1,5,1,1,1,1,2,2,1,2,1,4,1,1,2,5,5,5,5,5,5,4,5,4,2,4,1,1,4,1,2,1,1,2
呉れる,くれる,クレル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,1,5,5,5,3,5,5,5,5,5,5,5,1,1,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,5,5
知る,しる,シル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,4,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5
し,し,シ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
後,あと,アト,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
パーセント,パーセント,パーセント,5,4,4,4,5,4,4,4,4,4,4,4,5,5,4,3,4,1,3,5,3,4,4,1,4,1,1,4,3,3,4,2,3,3,3,3,1,4,3,1,4,5,5,5,5,5,5,4,4,4,5,4,4,1,3,3,4,3,4,4
そして,そして,ソシテ,5,5,5,5,4,4,4,4,5,5,5,5,5,4,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,1,5,5,5,5,1,5,5,5
もう,もう,モウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
会,かい,カイ,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5
置く,おく,オク,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,2,2,4,5,1,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,4,5,4,5,5,5,5
子供,こども,コドモ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
こう,こう,コウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
入る,はいる,ハイル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
気,き,キ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
作る,つくる,ツクル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
関係,かんけい,カンケイ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,2,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
此処,ここ,ココ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,5,5,5,5,5,2,3,4,4,2,3,2,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,5,5,5,5
多い,おおい,オオイ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,5,1,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
御座る,ござる,ゴザル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,3,5,5,5,3,5,5,5,5,5,5,2,1,1,2,4,1,3,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,3,3,5,2,5,3
其処,そこ,ソコ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,1,5,5,5,5,5,5,5,5,5,5,2,3,3,5,1,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,4,5,5
六十,ろくじゅう,ロクジュウ,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,1,5,3,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,5,5,5,5,4,5,4,5,4,2,3,1,1,4,1,2,1,1,1
目,め,メ,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
九十,きゅうじゅう,キュウジュウ,5,5,5,5,5,4,3,5,4,5,5,5,5,5,5,2,1,4,3,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,1,3,1,1,1,5,5,5,5,5,5,4,4,4,2,3,1,1,3,1,2,1,1,1
度,ど,ド,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
ほど,ほど,ホド,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,5,5,5,5,3,5,5,5
くらい,くらい,クライ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,3,5,5
上,うえ,ウエ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
市,し,シ,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,5,3,3,3,4,4,4,5,3,4,4,3,3,5,5,5,5,5,5,5,4,5,4,5,3,4,5,5,5,4,5,5,5
八十,はちじゅう,ハチジュウ,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,2,1,4,3,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,1,2,1,4,1,1,2,5,5,5,5,5,5,4,4,4,2,3,1,1,4,1,2,1,1,1
出す,だす,ダス,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
及び,および,オヨビ,5,3,2,3,4,4,3,3,3,2,2,3,4,3,2,5,3,1,5,5,1,3,3,3,3,3,2,4,3,3,2,2,3,3,5,3,5,1,3,3,4,5,5,4,4,5,4,4,4,4,5,1,2,5,3,4,1,5,4,4
社会,しゃかい,シャカイ,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,4,5,5,5,4,4,4,4,5,4,4,5,4,4,4,3,4,4,5,4,4,4,3,4,1,5,5,5,5,4,5,4,5,5,5,4,4,4,5,5,4,5,5,5
話,はなし,ハナシ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
貴方,あなた,アナタ,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,2,2,4,5,5,5,2,3,5,4,5,5,5,3,3,2,5,5,5,3,5,3,5,5,4,5,5,4,5,4,4,5,5,4,4,5,5,2,5,4,4,5,2,3,3
僕,ぼく,ボク,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,2,5,3,2,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5
手,て,テ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,1,5,5,5,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5
以上,いじょう,イジョウ,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5
事業,じぎょう,ジギョウ,5,4,4,4,5,4,5,3,3,4,4,3,4,4,4,5,3,4,5,5,4,4,4,4,4,2,2,4,2,2,2,2,4,4,5,2,4,3,2,2,1,4,4,4,4,4,4,4,4,4,5,3,4,1,4,5,3,5,5,5
歳,さい,サイ,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,4,4,5,4,4,4,4,5,5,5,4,2,5,4,2,4,5,5,5,5,5,4,5,5,5,5,5,5,3,5,5,4,5,5,5
内,ない,ナイ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,4,4,4,5,5,5,5,5,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5
皆,みんな,ミンナ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,5,5
七十,しちじゅう,シチジュウ,5,5,5,5,4,5,4,3,4,5,5,5,5,5,5,2,1,4,3,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,5,5,5,5,5,5,4,5,4,2,3,1,1,4,1,2,1,1,1
付ける,つける,ツケル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,5,4,4,5,4,5,5,5,5,5,4,4,1,1,3,5,1,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,4,4,4,3,5,4,5,5
べし,べし,ベシ,5,4,4,5,5,4,4,5,4,4,4,4,5,5,4,2,5,1,5,5,2,5,5,5,5,5,5,5,5,5,5,5,1,1,3,1,1,3,3,5,4,5,5,5,4,5,5,5,4,4,5,1,5,5,5,3,1,5,5,5
付く,つく,ツク,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,1,5,5,4,4,4,5,4,5,5,5,4,4,4,5,4,4,3,5,1,4,5,4,5,5,5,5,4,5,5,5,5,5,5,5,4,4,4,3,5,4,5,5
世界,せかい,セカイ,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5
他,ほか,ホカ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
点,てん,テン,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,4,4,4,5,5,5,4,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5
受ける,うける,ウケル,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5
人間,にんげん,ニンゲン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
二千,にせん,ニセン,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,1,4,4,1,1,1,1,1,1,1,1,4,1,1,1,1,2,2,1,1,1,3,1,1,1,5,4,5,5,5,5,5,5,4,2,3,1,1,3,1,2,1,1,2
次,つぎ,ツギ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,3,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
良く,よく,ヨク,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,2,2,5,5,5,5,5,5,5,3,2,4,4,5,3,2,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,3,5,5,5,3,4
生活,せいかつ,セイカツ,5,5,5,5,4,5,5,4,5,5,5,4,5,5,5,5,4,5,5,5,4,5,5,5,5,4,5,5,4,4,5,4,5,5,5,4,3,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
法,ほう,ホウ,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4,5,4,5,4,4,4,4,4,4,4,5,4,4,4,4,5,5,5,3,4,4,4,3,5,5,5,5,5,5,5,5,5,4,5,4,4,3,5,5,4,5,4,5
同じ,おなじ,オナジ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
書く,かく,カク,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,5,2,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5
貰う,もらう,モラウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,5,5,5,2,2,5,4,5,5,5,2,3,2,4,1,1,2,5,1,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,2,4,4,3,5,3,4,4
会社,かいしゃ,カイシャ,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,5,4,4,4,3,5,5,5,4,3,5,4,4,1,5,4,5,5,5,5,5,5,5,5,4,5,1,5,5,4,5,5,5
何時,なんじ,ナンジ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,1,2,2,5,2,5,5,1,2,2,2,2,4,4,3,3,1,1,5,4,2,5,4,5,5,5,5,5,5,5,5,5,2,3,3,2,5,1,1,3
高い,たかい,タカイ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,2,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
得る,える,エル,5,5,5,4,5,5,5,4,3,5,4,4,5,5,4,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,1,4,4,1,5,4,5,5,5,5,5,4,5,5,4,5,4,5,5,5,5,5,4,5,5,5,5
掛ける,かける,カケル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,1,5,5,4,3,4,5,4,5,5,5,4,4,4,4,1,1,2,4,1,4,5,4,5,5,5,5,4,5,5,5,5,5,5,5,3,4,4,2,5,4,5,4
条,じょう,ジョウ,5,3,2,4,3,4,3,3,3,2,3,2,3,3,2,5,4,4,3,5,3,4,3,3,4,3,4,4,3,3,4,4,3,3,5,2,2,3,3,2,3,3,2,3,3,3,4,3,3,3,5,2,4,1,4,4,3,5,4,4
そんな,そんな,ソンナ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
男,おとこ,オトコ,5,5,5,5,4,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,4,4,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5
研究,けんきゅう,ケンキュウ,5,5,5,5,5,5,4,5,4,5,4,4,5,5,5,5,4,5,5,5,4,4,5,5,5,5,4,5,5,5,4,4,5,5,5,4,5,4,4,4,1,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5
地域,ちいき,チイキ,5,4,4,4,5,4,5,5,5,5,4,4,4,5,4,5,3,3,5,5,3,4,4,4,4,3,3,4,3,3,3,3,4,4,5,3,5,4,3,3,1,5,5,5,4,5,5,4,4,5,5,4,4,5,4,5,3,5,5,5
顔,かお,カオ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,5,4,5,5,4,5,5,5,4,5,5,5,5,5,5,5,4,5,5
大,だい,ダイ,5,5,5,4,5,5,4,4,4,5,5,4,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5
情報,じょうほう,ジョウホウ,5,5,5,4,5,4,4,5,5,5,4,4,5,5,4,5,5,3,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,4,4,4,5,5,1,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5
意味,いみ,イミ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
回,かい,カイ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
彼女,かのじょ,カノジョ,5,5,5,4,4,5,5,5,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,2,5,4,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,4,4
知れる,しれる,シレル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,1,5,5,4,4,4,5,5,5,5,5,4,4,4,5,1,1,1,4,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,2,5,3,5,4
