word,hiragana,katakana,BCCWJ_rank,CEJC_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MIGAKU_NOVELS,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JLAB,JPDB,KOKUGOJITEN,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,MONODICTS,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
の,の,ノ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,2,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,3,5,5,5
に,に,ニ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
は,は,ハ,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5
て,て,テ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
を,を,ヲ,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,5,5
た,た,タ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,3,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,2,5,5,5
だ,だ,ダ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5
が,が,ガ,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,1,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3,5,5,5
為る,する,スル,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,2,4,1,5,5,5,2,5,5,5,5,5,5,5,5,5,5,3,5,5,5,2,5,5,5,5,1
と,と,ト,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5
で,で,デ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5
も,も,モ,5,5,5,5,3,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,2,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,2,5,5,5
ます,ます,マス,5,5,4,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,5,4,2,2,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5
居る,いる,イル,5,5,2,4,1,5,1,3,4,5,5,5,5,5,5,4,4,4,5,1,1,3,5,2,1,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,5,3,4,5
ている,ている,テイル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
する,する,スル,5,2,5,5,1,5,5,5,5,3,2,5,2,2,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,3,2,3,3,3,3,4,3,3,2,5,2,5,5,5,5,3,5,5,5
事,こと,コト,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
れる,れる,レル,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,1,4,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,5,5
有る,ある,アル,5,5,2,5,1,5,5,5,2,5,5,3,5,5,5,2,2,3,3,5,5,3,3,4,5,5,2,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,3,5,4
です,です,デス,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,5,5
言う,いう,イウ,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
ない,ない,ナイ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
成る,なる,ナル,5,5,3,2,1,5,1,2,2,5,5,4,5,5,5,2,3,3,3,2,2,3,3,2,2,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,4,2,5,3,2,3
から,から,カラ,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,2,5,5,5
か,か,カ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5
一,いち,イチ,5,5,5,5,5,5,5,5,2,1,1,5,1,1,5,2,2,1,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
無い,ない,ナイ,5,5,4,4,1,5,5,4,4,5,5,4,5,5,5,4,4,4,5,3,3,5,5,2,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5
其の,その,ソノ,5,5,2,5,1,5,5,5,5,5,5,3,5,5,5,4,4,5,5,5,5,2,2,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,2,5,2,5,1
様,さま,サマ,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
二,に,ニ,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
である,である,デアル,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
という,という,トイウ,5,1,1,5,1,1,5,5,1,1,1,5,1,1,1,1,1,1,5,1,1,5,1,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,5,1,5,5,1
のだ,のだ,ノダ,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,5,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
此の,この,コノ,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,2,2,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,1
三,さん,サン,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
十,じゅう,ジュウ,5,5,5,5,5,4,4,4,3,4,3,5,1,1,5,3,3,3,5,4,4,5,5,2,5,4,3,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,4,5,5,4
ず,ず,ズ,5,5,5,3,4,5,5,3,4,5,5,4,5,5,4,4,4,3,3,5,5,5,2,3,5,3,3,1,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,4,5,4,4,4,3
物,もの,モノ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
や,や,ヤ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
的,てき,テキ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
其れ,それ,ソレ,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,1,5,5,5,2,5,5,5,5,5,5,5,5,5,5,2,5,5,5,2,5,5,5,5,1
のです,のです,ノデス,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
思う,おもう,オモウ,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
御,ご,ゴ,5,5,5,4,5,5,2,3,4,5,5,5,5,5,5,4,4,4,4,4,4,5,4,3,2,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,4,5,4,4,5
など,など,ナド,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,1,5,5,5,5,1,5,5,5
ね,ね,ネ,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,3,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,5,5
年,ねん,ネン,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
ば,ば,バ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
来る,くる,クル,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
られる,られる,ラレル,5,5,5,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,1,4,3,4,1,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,5,5
五,ご,ゴ,5,5,5,4,5,4,3,4,5,1,1,5,1,1,5,5,5,5,4,4,4,5,4,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,4,5,5,4,4
よ,よ,ヨ,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5
此れ,これ,コレ,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,1
見る,みる,ミル,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
私,わたし,ワタシ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5
行く,いく,イク,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
時,とき,トキ,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
まで,まで,マデ,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,5,5
四,よん,ヨン,5,5,5,4,5,4,3,4,2,1,1,5,1,1,5,3,3,3,5,4,4,5,4,3,5,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,4
出来る,できる,デキル,5,5,4,5,1,5,5,4,4,5,5,5,5,5,5,4,4,4,5,1,1,5,5,2,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5
として,として,トシテ,5,1,1,5,1,1,5,5,1,1,1,5,1,1,1,1,1,1,5,1,1,5,1,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,5,1,5,5,1
良い,よい,ヨイ,5,5,4,5,1,5,5,5,5,5,5,5,5,5,1,4,4,5,5,1,1,5,5,2,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5
へ,へ,ヘ,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,5,5
者,もの,モノ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
てる,てる,テル,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,2,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,2,4,5,5
人,ひと,ヒト,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
そう,そう,ソウ,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
だけ,だけ,ダケ,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,5,5
さん,さん,サン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
たい,たい,タイ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,3,2,5,4,3,2,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5
因る,よる,ヨル,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,1,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,1
中,なか,ナカ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
何,なに,ナニ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
せる,せる,セル,5,5,5,5,1,5,3,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,1,3,3,4,1,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,2,5,5,5
六,ろく,ロク,5,5,5,4,5,3,3,4,2,1,1,5,1,1,5,2,3,3,4,3,3,5,4,3,5,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,4,4
為,ため,タメ,5,5,4,3,5,5,3,3,4,1,5,4,5,5,5,3,3,2,4,5,5,4,5,5,3,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,4
二十,はたち,ハタチ,5,5,3,1,5,3,2,1,1,1,1,1,1,1,5,1,1,2,1,3,3,1,1,1,5,2,2,2,1,5,5,5,5,5,5,5,5,5,3,1,4,1,3,5,1,3,1,1,3
について,について,ニツイテ,5,1,1,5,1,1,2,5,1,1,1,5,1,1,1,1,1,1,5,1,1,5,4,5,2,5,5,5,5,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,5,1,5,5,1
って,って,ッテ,5,5,3,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,4,5,5
自分,じぶん,ジブン,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
月,つき,ツキ,5,5,5,5,5,5,4,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5
どう,どう,ドウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
八,はち,ハチ,5,5,4,4,5,3,3,4,1,1,1,5,1,1,5,1,1,2,5,3,3,5,4,2,5,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,4,4
ではない,ではない,デハナイ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
てくる,てくる,テクル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
な,な,ナ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
場合,ばあい,バアイ,5,5,5,5,5,5,5,5,5,1,5,5,5,4,5,5,5,4,5,5,5,5,5,2,5,5,5,2,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
第,だい,ダイ,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
方,ほう,ホウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
七,なな,ナナ,5,5,4,4,5,3,3,4,1,1,1,5,1,1,5,1,1,1,4,4,4,5,4,3,5,4,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,4,3,5,4,5,5,4,4
けれど,けれど,ケレド,5,5,2,4,1,5,4,4,4,5,5,5,5,5,1,4,4,4,5,4,4,5,1,1,5,4,5,1,3,5,5,5,5,5,5,5,5,5,5,3,1,4,4,5,4,1,2,5,5
九,きゅう,キュウ,5,5,4,4,5,3,3,4,3,3,2,5,1,1,5,2,2,2,4,3,3,5,4,2,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,4,5,5,4,3
てしまう,てしまう,テシマウ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
日本,にほん,ニホン,5,5,5,5,5,5,5,5,1,1,1,5,4,5,5,4,5,5,4,5,5,5,4,5,5,4,5,2,5,5,5,5,4,5,5,5,5,5,5,5,1,5,3,5,5,1,5,5,5
達,たち,タチ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5
考える,かんがえる,カンガエル,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
又,また,マタ,5,5,4,2,5,5,5,5,2,5,5,4,5,5,3,2,2,2,2,4,4,4,3,4,5,5,2,5,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,3,5,3,3,4
所,ところ,トコロ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
持つ,もつ,モツ,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
つく,つく,ツク,5,5,3,5,2,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5
分かる,わかる,ワカル,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,4,5,5
出る,でる,デル,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
千,せん,セン,5,5,4,5,5,3,3,4,2,1,1,5,1,1,5,3,3,2,5,4,4,5,4,2,4,3,5,4,5,5,5,5,5,5,5,4,5,5,4,5,4,5,1,4,5,4,5,5,4
行う,おこなう,オコナウ,5,4,5,5,1,5,4,5,5,5,5,5,4,4,4,4,4,4,5,1,1,5,5,1,4,4,5,4,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5
たり,たり,タリ,5,5,5,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,5,5
三十,さんじゅう,サンジュウ,5,5,3,1,5,2,2,1,1,1,1,1,1,1,5,1,1,1,1,2,2,1,2,1,5,1,2,1,1,5,5,5,5,5,5,5,5,5,3,1,4,1,3,5,1,3,1,1,3
ておる,ておる,テオル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
零,れい,レイ,5,4,3,4,3,3,4,3,1,1,1,3,4,4,4,1,2,1,5,2,2,2,2,3,4,2,4,3,2,5,5,4,4,5,4,4,4,4,5,3,5,3,1,4,3,5,4,3,2
遣る,やる,ヤル,5,5,3,2,1,5,5,2,5,5,5,3,5,5,5,5,5,5,3,1,1,5,3,1,5,5,3,5,4,5,5,5,5,5,5,5,5,5,5,4,5,2,5,2,5,5,2,5,1
訳,わけ,ワケ,5,5,4,5,5,5,5,4,4,1,5,4,5,5,5,4,4,4,5,5,5,5,5,3,4,4,4,5,4,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5
ながら,ながら,ナガラ,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,5,5,5,5,3,5,5,5
仕舞う,しまう,シマウ,5,5,5,5,1,5,5,5,5,5,5,2,5,5,5,5,5,2,3,1,1,5,3,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,2,2
彼,かれ,カレ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5
つ,つ,ツ,5,5,5,5,4,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,1,3,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
然し,しかし,シカシ,5,4,5,5,1,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,3,5,5,5,5,4,5,4,4,4,5,3,1,5,5,2,5,1,5,5,1
ていく,ていく,テイク,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
より,より,ヨリ,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5
し,し,シ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
そして,そして,ソシテ,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,2,5,5,5,5,5,5,4,5,5,5,2,1,5,5,5,5,1,5,5,5
今,いま,イマ,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
もう,もう,モウ,5,5,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5
聞く,きく,キク,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5
知る,しる,シル,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,4,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5
